,busname,bustype,depature_time,travel_time,end_time,star_rating,price,seat_available,routename,routelink,seatavilable
137,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),20:55,06h 30m,03:25,4.0,460.0,32.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,32
138,Sri Shivanjaneya Travels,A/C Seater / Sleeper (2+1),22:57,05h 33m,04:30,4.5,494.0,33.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,33
139,Prasanna Travels,A/C Seater / Sleeper (2+1),23:55,06h 20m,06:15,2.8,500.0,26.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,26
140,Jayanthi Travels,A/C Sleeper (2+1),21:10,06h 20m,03:30,5.0,830.0,21.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,21
141,Navayuga Travels,NON AC Seater / Sleeper 2+1,21:50,06h 20m,04:10,3.9,499.0,29.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,29
142,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:45,05h 20m,04:05,3.9,399.0,27.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,27
143,BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,06h 10m,04:10,2.5,680.0,26.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,26
144,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 35m,04:05,4.1,500.0,30.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,30
145,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),21:58,05h 47m,03:45,4.5,499.0,27.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,27
146,V Kaveri Travels,A/C Seater / Sleeper (2+1),16:20,06h 55m,23:15,3.7,800.0,36.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,36
147,Chandu Travels,A/C Seater / Sleeper (2+1),22:45,05h 45m,04:30,3.3,466.0,29.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,29
148,LVP Travels,A/C Seater / Sleeper (2+1),21:50,06h 30m,04:20,4.2,537.0,31.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,31
149,SVR Tours and Travels,A/C Seater / Sleeper (2+1),17:00,06h 50m,23:50,3.6,580.0,34.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,34
150,KVR Tours and Travels,A/C Seater / Sleeper (2+1),21:55,06h 20m,04:15,3.9,598.0,39.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,39
151,Morning Star Travels,A/C Sleeper (2+1),07:40,04h 40m,12:20,2.5,500.0,14.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,14
152,Mayuri Travels,Non A/C Seater / Sleeper (2+1),22:10,05h 50m,04:00,3.9,560.0,39.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,39
153,Morning Star Travels,NON A/C Sleeper (2+1),23:05,06h 05m,05:10,3.0,550.0,23.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,23
154,Ramana Tours And Travels,NON AC Seater / Sleeper 2+1,22:15,06h 30m,04:45,4.4,580.0,35.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,35
155,Jayanthi Travels,Non A/C Seater / Sleeper (2+1),20:55,06h 55m,03:50,4.6,560.0,29.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,29
156,Jagan Travels,Non A/C Seater / Sleeper (2+1),14:15,07h 50m,22:05,3.5,459.0,25.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,25
157,LIMOLINER,A/C Sleeper (2+1),18:30,07h 40m,02:10,3.8,989.0,9.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,9
158,Eswar Travels,Non A/C Seater / Sleeper (2+1),22:20,06h 15m,04:35,3.8,510.0,21.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,21
159,Sri Rama Travels,A/C Seater / Sleeper (2+1),22:25,05h 50m,04:15,4.3,610.0,33.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,33
160,Ramana Tours And Travels,A/C Seater / Sleeper (2+1),21:55,06h 55m,04:50,3.8,580.0,33.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,33
161,Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:15,06h 15m,04:30,3.1,720.0,38.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,38
162,PRK Travels,Non A/C Seater / Sleeper (2+1),22:13,07h 12m,05:25,3.2,559.0,27.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,27
163,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:20,06h 45m,05:05,3.5,600.0,21.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,21
164,SAMANVI CITICONNECT,A/C Sleeper (2+1),21:54,06h 36m,04:30,2.9,899.0,25.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,25
165,Orange Tours And Travels,NON A/C Sleeper (2+1),19:30,06h 30m,02:00,2.7,600.0,18.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,18
166,Srivastav Travels,Non A/C Seater / Sleeper (2+1),21:20,06h 45m,04:05,2.9,417.0,31.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,31
167,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),17:50,08h 25m,02:15,3.0,500.0,21.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,21
168,Mozo travels,A/C Sleeper (2+1),20:55,07h 55m,04:50,3.4,700.0,21.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,21
169,RAMK HOLIDAYS (GMRK TOURS AND TRAVELS),Bharat Benz A/C Sleeper (2+1),00:23,05h 07m,05:30,2.8,699.0,26.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,26
170,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),16:20,06h 55m,23:15,3.0,740.0,31.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,31
171,Orange Tours And Travels,A/C Sleeper (2+1),22:20,06h 15m,04:35,2.3,600.0,30.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,30
172,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),16:20,07h 35m,23:55,3.3,1261.0,8.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,8
173,KVR Tours and Travels,A/C Sleeper (2+1),20:30,05h 35m,02:05,3.1,798.0,28.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,28
174,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),19:46,07h 06m,02:52,3.6,444.0,27.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,27
175,Kaveri Travels,A/C Seater / Sleeper (2+1),19:35,06h 55m,02:30,3.7,1120.0,30.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,30
176,KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:15,07h 45m,02:00,2.6,670.0,26.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,26
177,Sai Dasari Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:05,05h 22m,04:27,2.3,630.0,27.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,27
178,Morning Star Travels,A/C Sleeper (2+1),23:05,05h 55m,05:00,2.3,590.0,23.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,23
179,Sri Rama Travels,Non A/C Seater / Sleeper (2+1),22:40,05h 35m,04:15,3.0,555.0,36.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,36
180,Sai Virat Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:10,04h 55m,03:05,3.0,720.0,27.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,27
181,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),21:35,06h 40m,04:15,3.8,504.0,32.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,32
182,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:17,05h 13m,03:30,2.4,650.0,36.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,36
183,KKaveri Travels,Non A/C Seater / Sleeper (2+1),15:45,07h 45m,23:30,2.8,560.0,22.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,22
184,Ramana Tours And Travels,Non A/C Seater / Sleeper (2+1),21:55,07h 05m,05:00,2.8,532.0,37.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,37
185,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),22:40,06h 05m,04:45,2.0,550.0,37.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,37
186,IntrCity SmartBus,AC Sleeper (2+1),20:00,07h 15m,03:15,4.3,649.0,32.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,32
187,Yolo Bus,Bharat Benz A/C Sleeper (2+1),22:55,05h 34m,04:29,4.2,1449.0,29.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,29
188,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:35,05h 55m,04:30,2.5,610.0,31.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,31
189,IntrCity SmartBus,AC Sleeper (2+1),17:45,07h 25m,01:10,2.8,969.0,27.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,27
190,Sai Dasari Travels,Non A/C Seater / Sleeper (2+1),23:05,05h 22m,04:27,1.8,450.0,29.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,29
191,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),21:55,05h 50m,03:45,3.2,555.0,28.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,28
192,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),19:00,07h 05m,02:05,2.9,560.0,22.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,22
193,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,06h 30m,04:00,2.3,900.0,20.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,20
194,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),20:45,06h 45m,03:30,2.9,460.0,33.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,33
195,KKaveri Travels,Non A/C Seater / Sleeper (2+1),22:27,05h 33m,04:00,2.7,670.0,27.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,27
196,Mahi Trans Solutions,A/C Sleeper (2+1),22:55,05h 28m,04:23,2.5,989.0,30.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,30
197,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),22:35,05h 55m,04:30,2.3,570.0,28.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,28
198,VAHINI Travels,Non A/C Seater / Sleeper (2+1),20:41,07h 49m,04:30,2.5,560.0,31.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,31
199,Navayuga Travels,NON AC Seater / Sleeper 2+1,19:56,08h 34m,04:30,2.7,499.0,27.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,27
200,V Kaveri Travels,A/C Sleeper (2+1),22:20,06h 10m,04:30,2.7,850.0,29.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,29
201,Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:40,07h 30m,02:10,2.1,560.0,28.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,28
202,Rainbow Tours And Travels,Non A/C Seater / Sleeper (2+1),19:25,06h 55m,02:20,2.5,499.0,37.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,37
203,Morning Star Travels,A/C Sleeper (2+1),23:00,06h 20m,05:20,1.5,590.0,19.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,19
204,Ajay Bus,Non A/C Seater / Sleeper (2+1),22:45,05h 55m,04:40,2.4,390.0,31.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,31
205,Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:40,08h 00m,02:40,2.5,560.0,28.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,28
206,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),22:13,05h 47m,04:00,2.6,555.0,30.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,30
207,Nani’s Sai Krishna Travels,NON A/C Hi-Tech Push Back (2+2),22:40,05h 50m,04:30,1.2,5000.0,40.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,40
208,KKaveri Travels,NON A/C Sleeper (2+1),22:25,05h 15m,03:40,1.0,700.0,25.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,25
209,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),19:45,07h 45m,03:30,1.9,500.0,35.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,35
210,Mozo travels,A/C Seater / Sleeper (2+1),20:50,07h 20m,04:10,1.7,550.0,20.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,20
211,Morning Star Travels,A/C Sleeper (2+1),23:05,05h 50m,04:55,1.5,590.0,30.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,30
212,Jayanthi Travels,Non A/C Seater / Sleeper (2+1),21:15,05h 45m,03:00,4.8,560.0,24.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,24
213,Jayanthi Travels,Non A/C Seater / Sleeper (2+1),20:40,08h 00m,04:40,4.8,499.0,32.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,32
214,Jayanthi Travels,Non A/C Seater / Sleeper (2+1),19:45,07h 15m,03:00,4.8,560.0,30.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,30
215,LG BUS,A/C Seater / Sleeper (2+1),21:15,06h 55m,04:10,4.6,650.0,29.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,29
216,Express Line,VE A/C Seater / Sleeper (2+1),15:55,05h 50m,21:45,4.5,1117.0,21.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,21
217,LG BUS,A/C Sleeper (2+1),21:15,06h 50m,04:05,4.6,850.0,25.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,25
218,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),14:20,07h 30m,21:50,4.6,1117.0,20.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,20
219,Neelachal Travels,A/C Seater / Sleeper (2+1),15:00,07h 45m,22:45,4.3,800.0,27.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,27
220,GMC Travels,A/C Seater / Sleeper (2+1),15:55,07h 50m,23:45,4.3,680.0,35.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,35
221,GMC Travels,A/C Seater / Sleeper (2+1),22:00,05h 30m,03:30,4.3,680.0,39.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,39
222,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:07,07h 58m,01:05,4.3,1470.0,10.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,10
223,Sri Ganga Travels,A/C Seater / Sleeper (2+1),22:35,05h 55m,04:30,4.3,510.0,28.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,28
224,Sree Gowtham Travels,A/C Sleeper (2+1),22:40,06h 52m,05:32,4.2,800.0,20.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,20
225,Ravindra Tours and Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),21:50,05h 55m,03:45,4.2,2222.0,32.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,32
226,Svkdt travels,A/C Sleeper (2+1),17:05,09h 00m,02:05,4.2,989.0,19.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,19
227,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),15:05,08h 00m,23:05,4.1,800.0,26.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,26
228,Sri KVR Travels,A/C Seater / Sleeper (2+1),16:45,07h 55m,00:40,4.1,899.0,20.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,20
229,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),19:00,07h 25m,02:25,4.1,499.0,16.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,16
230,Shree Manikanta Travels,A/C Seater / Sleeper (2+1),13:50,06h 00m,19:50,4.1,559.0,21.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,21
231,Shree Manikanta Travels,A/C Sleeper (2+1),15:15,08h 15m,23:30,4.1,849.0,23.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,23
232,Mayuri Travels,Non A/C Seater / Sleeper (2+1),14:40,06h 05m,20:45,4.0,900.0,21.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,21
233,Mayuri Travels,Non A/C Seater / Sleeper (2+1),16:45,07h 10m,23:55,4.0,810.0,30.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,30
234,Mayuri Travels,A/C Seater / Sleeper (2+1),17:30,06h 25m,23:55,4.0,800.0,37.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,37
235,Puri Jagannadh Tours And Travels,Non A/C Seater / Sleeper (2+1),20:30,07h 15m,03:45,4.0,555.0,35.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,35
236,Puri Jagannadh Tours And Travels,A/C Seater / Sleeper (2+1),22:30,05h 25m,03:55,4.0,599.0,31.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,31
237,Mayuri Travels,Non A/C Seater / Sleeper (2+1),19:10,06h 50m,02:00,4.0,560.0,28.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,28
238,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),20:23,06h 37m,03:00,4.0,560.0,38.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,38
239,Mayuri Travels,Non A/C Seater / Sleeper (2+1),19:20,06h 40m,02:00,4.0,560.0,35.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,35
240,Mayuri Travels,A/C Sleeper (2+1),19:56,06h 34m,02:30,4.0,1220.0,27.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,27
241,Padma Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 30m,04:00,3.9,499.0,27.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,27
242,SREE CHAKRA TRAVELS,Non A/C Seater / Sleeper (2+1),22:30,05h 30m,04:00,3.9,499.0,26.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,26
243,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:35,05h 55m,04:30,3.9,560.0,26.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,26
244,SREE KARA TRAVELS,Non A/C Seater / Sleeper (2+1),21:50,06h 25m,04:15,3.9,504.0,34.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,34
245,Kalyani Transport,Non A/C Seater / Sleeper (2+1),20:45,06h 35m,03:20,3.8,449.0,29.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,29
246,LimoLiner,A/C Sleeper (2+1),21:50,06h 10m,04:00,3.8,989.0,18.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,18
247,LVR Travels,Non A/C Seater / Sleeper (2+1),22:13,06h 52m,05:05,3.8,404.0,31.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,31
248,Sri Sai Padmavathi Travels,A/C Seater/Sleeper (2+1),23:00,06h 20m,05:20,3.8,450.0,31.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,31
249,Navayuga Travels,Non A/C Seater / Sleeper (2+1),13:25,07h 45m,21:10,3.8,999.0,36.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,36
250,Mahadevv travels,NON A/C Sleeper (2+1),22:35,06h 00m,04:35,3.7,780.0,26.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,26
251,DMR Travels,Non A/C Seater / Sleeper (2+1),22:12,06h 18m,04:30,3.6,560.0,31.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,31
252,DMR Travels,A/C Sleeper (2+1),21:16,06h 14m,03:30,3.6,900.0,22.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,22
253,DMR Travels,Non A/C Seater / Sleeper (2+1),22:00,06h 30m,04:30,3.6,500.0,30.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,30
254,CVR Travels,Non A/C Seater / Sleeper (2+1),22:15,06h 02m,04:17,3.6,560.0,30.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,30
255,DMR Travels,Non A/C Seater / Sleeper (2+1),22:35,05h 25m,04:00,3.6,500.0,36.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,36
256,Ramana Tours And Travels,Non A/C Seater / Sleeper (2+1),22:12,05h 48m,04:00,3.6,532.0,30.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,30
257,DMR Travels,Non A/C Seater / Sleeper (2+1),22:35,05h 55m,04:30,3.6,610.0,35.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,35
258,SVM Tours And Travels,Non A/C Seater / Sleeper (2+1),22:35,05h 45m,04:20,3.6,499.0,26.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,26
259,Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),13:50,07h 25m,21:15,3.8,700.0,24.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,24
260,V Kaveri Travels,A/C Sleeper (2+1),22:20,06h 25m,04:45,3.5,800.0,26.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,26
261,Sai Godavari Travels,Non A/C Seater / Sleeper (2+1),22:18,05h 52m,04:10,3.5,610.0,33.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,33
262,Kakathiya Travels,NON A/C Sleeper (2+1),22:30,06h 00m,04:30,3.4,560.0,27.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,27
263,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),14:50,08h 10m,23:00,3.4,749.0,40.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,40
264,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),16:45,07h 14m,23:59,3.4,959.0,24.0,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,24
